都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,気象情報等に表記する名称,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,latitude,longitude,観測所種別,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rain_jan,rain_feb,rain_mar,rain_apr,rain_may,rain_jun,rain_jul,rain_aug,rain_sep,rain_oct,rain_nov,rain_dec
長野,48606,四,木曽福島,ｷｿﾌｸｼﾏ,木曽町木曽福島,木曽郡木曽町福島,35,50.4,137,41.3,750,8.2,1.5,昭51.3.25,－,－,35.84,137.68833333333333,2,-1.4,-0.5,3.5,9.4,14.7,18.6,22.3,23.2,19.3,12.9,6.6,1.3,63.2,83.2,146.8,157.2,177.0,220.7,289.7,187.8,231.0,183.5,112.7,73.9
長野,48621,四,伊那,ｲﾅ,伊那市下新田,伊那市下新田,35,49.5,137,57.3,633,10,1.5,平5.2.25,－,湿度を除く,35.825,137.955,2,-0.7,0.4,4.4,10.3,15.9,19.5,23.2,24.0,19.9,13.6,7.2,1.9,48.9,70.4,121.5,125.1,143.6,185.3,194.5,131.7,169.6,148.7,90.1,57.4
長野,48717,四,南木曽,ﾅｷﾞｿ,南木曽,木曽郡南木曽町読書,35,36.6,137,37.2,560,10,1.5,(昭50.5.20)昭53.11.24,－,－,35.61,137.62,2,-0.6,0.4,4.6,10.2,15.2,19.0,22.6,23.5,19.8,13.7,7.5,1.9,107.5,113.8,182.1,181.0,203.3,298.9,365.8,245.9,264.1,186.2,129.2,111.6
長野,48731,四,飯島,ｲｲｼﾞﾏ,飯島,上伊那郡飯島町七久保,35,39.2,137,53.9,728,10,1.5,#昭53.11.28,－,湿度を除く,35.653333333333336,137.89833333333334,2,-0.7,0.2,4.1,9.8,14.9,18.6,22.3,23.3,19.4,13.3,7.0,1.8,74.5,103.8,180.5,180.7,200.2,236.6,266.6,155.2,219.8,192.6,123.5,80.2
長野,48767,官,飯田,ｲｲﾀﾞ,飯田市高羽町,飯田市高羽町　飯田特別地域気象観測所,35,31.4,137,49.3,516,36.1,－,平14.5.27,48945,－,35.52333333333333,137.82166666666666,1,1.0,2.3,6.1,11.8,16.9,20.6,24.4,25.4,21.5,15.0,8.6,3.4,63.4,78.7,139.1,141.0,153.8,192.0,240.1,149.4,208.6,163.3,93.4,65.4
長野,48826,四,浪合,ﾅﾐｱｲ,阿智村浪合,下伊那郡阿智村浪合,35,22.4,137,41.5,940,10,1.5,昭53.11.28,－,湿度を除く,35.373333333333335,137.69166666666666,2,-2.3,-1.4,2.6,8.1,13.0,16.7,20.5,21.2,17.5,11.5,5.8,0.4,108.0,135.2,220.2,223.3,240.5,311.4,361.3,220.9,322.9,240.5,145.1,114.9
長野,48841,四,南信濃,ﾐﾅﾐｼﾅﾉ,飯田市南信濃,飯田市南信濃和田字夜川瀬,35,19.3,137,55.9,407,9.5,1.5,昭53.12.1,－,湿度を除く,35.321666666666665,137.93166666666667,2,1.2,2.4,6.3,11.9,16.9,20.5,24.0,25.1,21.3,15.1,8.7,3.4,65.2,82.6,144.4,145.0,164.8,220.1,290.2,169.8,242.2,198.8,101.0,71.4
山梨,49036,四,大泉,ｵｵｲｽﾞﾐ,北杜市大泉,北杜市大泉町谷戸,35,51.7,138,23.2,867,10,1.5,(昭50.5.20)昭52.12.23,－,湿度を除く,35.861666666666665,138.38666666666666,2,-0.2,0.6,4.3,9.8,14.8,18.4,22.2,23.1,19.1,13.3,7.7,2.5,40.9,41.9,77.3,82.4,96.5,135.1,155.5,127.3,171.1,138.6,48.0,32.2
山梨,49086,四,韮崎,ﾆﾗｻｷ,韮崎,韮崎市大草町若尾,35,41.6,138,26.9,341,6.6,1.5,(昭50.5.20)昭52.12.23,－,湿度を除く,35.693333333333335,138.44833333333332,2,2.0,3.4,7.2,12.7,17.5,21.1,24.6,25.5,21.8,15.8,9.6,4.3,47.8,49.0,94.8,88.7,96.6,124.0,154.3,114.3,190.0,158.6,55.7,39.1
山梨,49142,官,甲府,ｺｳﾌ,甲府,甲府市飯田　甲府地方気象台,35,40.0,138,33.2,273,26.9,－,平5.3.18,49900,－,35.666666666666664,138.55333333333334,1,3.1,4.7,8.6,14.0,18.8,22.3,26.0,27.1,23.2,17.1,10.8,5.4,42.7,44.1,86.2,79.5,85.4,113.4,148.8,133.1,178.7,158.5,52.7,37.6
山梨,49151,四,勝沼,ｶﾂﾇﾏ,甲州市勝沼,甲州市勝沼町勝沼,35,39.8,138,43.5,394,9.5,1.5,#昭52.12.22,－,湿度を除く,35.663333333333334,138.725,2,2.1,3.6,7.6,13.2,18.0,21.5,25.2,26.1,22.2,16.0,9.8,4.5,38.9,38.5,73.7,73.0,84.3,113.2,140.2,123.8,182.5,150.6,52.2,35.3
山梨,49161,四,大月,ｵｵﾂｷ,大月,大月市大月,35,36.5,138,56.3,364,9.9,1.7,#昭52.12.22,－,－,35.608333333333334,138.93833333333333,2,1.8,3.0,6.7,12.1,16.9,20.4,24.2,25.0,21.1,15.2,9.3,4.1,52.2,45.3,89.9,87.7,101.5,143.6,179.3,179.3,238.4,204.8,68.8,43.6
山梨,49196,四,古関,ﾌﾙｾｷ,甲府市古関,甲府市古関町,35,31.7,138,36.9,552,10.3,1.5,#昭53.11.13,－,湿度を除く,35.528333333333336,138.615,2,0.3,1.9,5.8,11.4,16.0,19.6,23.4,24.2,20.3,14.2,8.2,2.8,56.8,58.7,121.8,127.6,128.1,152.1,171.5,182.3,309.1,224.6,90.3,58.4
山梨,49236,四,切石,ｷﾘｲｼ,身延町切石,南巨摩郡身延町切石,35,28.0,138,26.5,226,10,1.5,昭52.12.26,－,湿度を除く,35.46666666666667,138.44166666666666,2,1.8,3.6,7.6,13.0,17.7,21.2,25.0,26.1,22.2,16.1,9.7,4.2,60.5,66.7,126.9,120.5,134.7,156.5,181.3,150.3,285.0,225.0,87.0,57.8
山梨,49251,官,河口湖,ｶﾜｸﾞﾁｺ,河口湖,南都留郡富士河口湖町船津　河口湖特別地域気象観測所,35,30.0,138,45.6,860,15.1,－,#昭50.12.6,49905,－,35.5,138.76,1,-0.4,0.6,4.2,9.5,14.3,17.8,21.9,22.5,18.7,13.0,7.5,2.3,60.9,55.4,107.6,106.1,123.2,157.1,178.4,176.8,264.7,230.0,76.0,49.8
山梨,49256,四,山中,ﾔﾏﾅｶ,山中湖村,南都留郡山中湖村山中字梨ヶ原,35,26.2,138,50.2,992,6.5,2,#昭52.12.27,－,湿度を除く,35.43666666666667,138.83666666666667,2,-2.4,-1.2,2.5,7.9,12.8,16.5,20.6,21.2,17.4,11.6,5.9,0.5,82.1,80.8,174.6,181.1,188.0,221.2,219.9,224.0,375.1,310.4,144.3,86.3
山梨,49316,四,南部,ﾅﾝﾌﾞ,南部町,南巨摩郡南部町南部,35,17.3,138,26.7,141,9.2,1.5,#昭52.12.26,－,－,35.288333333333334,138.445,2,3.6,5.0,8.5,13.6,18.2,21.6,25.3,26.4,23.0,17.4,11.3,5.9,92.6,106.5,204.3,204.1,214.2,251.1,294.6,248.0,403.5,299.4,148.0,92.1
静岡,50106,四,井川,ｲｶﾜ,静岡市井川,静岡市葵区井川,35,13.0,138,13.3,755,10,1.5,昭53.12.25,－,－,35.21666666666667,138.22166666666666,2,1.2,1.9,5.1,10.0,14.4,17.9,21.7,22.4,19.2,13.8,8.4,3.5,108.6,133.3,253.0,263.7,276.3,344.0,442.1,318.9,507.4,322.7,183.6,111.2
静岡,50136,四,御殿場,ｺﾞﾃﾝﾊﾞ,御殿場,御殿場市萩原,35,18.3,138,55.6,472,10.1,1.5,#昭51.11.29,－,－,35.305,138.92666666666668,2,2.7,3.5,6.6,11.5,15.9,19.2,22.9,24.1,20.9,15.6,10.3,5.2,104.6,128.9,253.3,248.4,255.7,297.4,361.4,247.5,372.5,315.2,185.5,104.3
静岡,50196,四,富士,ﾌｼﾞ,富士,富士市厚原,35,11.1,138,39.8,66,9.9,1.5,#昭53.12.26,－,－,35.185,138.66333333333333,2,5.8,6.8,9.9,14.5,18.8,22.0,25.5,27.0,24.0,18.7,13.3,8.2,76.8,95.4,193.4,194.2,195.3,227.1,255.5,187.3,273.3,240.8,138.4,81.7
静岡,50206,官,三島,ﾐｼﾏ,三島,三島市東本町　三島特別地域気象観測所,35,6.8,138,55.5,21,15.8,－,#昭50.12.13,－,－,35.11333333333334,138.925,1,5.9,6.8,10.0,14.6,19.0,22.3,26.0,27.3,24.0,18.5,13.2,8.2,73.2,91.6,154.9,152.8,158.7,212.7,223.4,168.5,241.8,215.7,110.7,65.1
静岡,50226,四,佐久間,ｻｸﾏ,浜松市佐久間,浜松市天竜区佐久間町浦川,35,3.4,137,45.7,150,10,1.5,(昭50.5.13)昭53.12.20,－,－,35.056666666666665,137.76166666666666,2,3.1,4.3,7.9,13.1,17.9,21.5,25.2,26.3,22.8,16.9,10.6,5.2,71.0,97.6,184.1,193.5,192.0,265.6,339.1,225.9,320.9,223.5,120.8,78.1
静岡,50241,四,川根本町,ｶﾜﾈﾎﾝﾁｮｳ,川根本町,榛原郡川根本町田代,35,6.1,138,7.7,290,9.9,1.5,#昭53.12.22,－,－,35.10166666666667,138.12833333333333,2,3.0,4.2,7.6,12.6,17.1,20.6,24.4,25.2,21.9,16.4,10.4,5.1,97.7,134.8,247.0,260.3,267.6,336.7,431.1,328.3,439.5,292.4,169.8,100.7
静岡,50261,四,清水,ｼﾐｽﾞ,静岡市清水,静岡市清水区興津中町,35,3.2,138,31.3,3,8.4,1.5,昭53.1.18,－,－,35.053333333333335,138.52166666666668,2,6.7,7.5,10.5,14.9,18.9,22.1,25.7,27.1,24.3,19.3,14.1,9.1,81.8,106.4,209.4,218.2,211.8,264.7,292.5,196.2,278.8,262.4,147.1,83.0
静岡,50281,官,網代,ｱｼﾞﾛ,熱海市網代,熱海市網代　網代特別地域気象観測所,35,2.7,139,5.5,67,12.5,－,#昭50.12.16,－,－,35.045,139.09166666666667,1,7.0,7.4,10.1,14.5,18.5,21.4,25.2,26.4,23.3,18.7,14.0,9.6,76.1,82.0,158.0,168.1,172.6,251.5,242.5,186.0,263.9,237.3,108.4,66.3
静岡,50331,官,静岡,ｼｽﾞｵｶ,静岡,静岡市駿河区曲金　静岡地方気象台,34,58.5,138,24.2,14,16,－,#昭50.3.23,50900,－,34.975,138.40333333333334,1,6.9,7.7,10.7,15.2,19.2,22.4,26.1,27.4,24.5,19.4,14.3,9.3,79.6,105.3,207.1,222.2,215.3,268.9,296.6,186.5,280.6,250.3,134.2,80.7
静岡,50386,四,天竜,ﾃﾝﾘｭｳ,浜松市天竜,浜松市天竜区船明,34,53.4,137,48.8,61,10,1.5,#昭53.12.21,－,－,34.89,137.81333333333333,2,5.6,6.4,9.6,14.4,18.7,22.0,25.8,27.0,23.9,18.7,13.1,7.8,61.5,88.7,176.8,202.7,212.8,258.1,281.0,177.2,276.6,206.6,116.3,65.2
静岡,50456,官,浜松,ﾊﾏﾏﾂ,浜松市中央区,浜松市中央区高丘東　浜松特別地域気象観測所,34,45.2,137,42.7,46,16.8,－,#昭50.3.19,－,－,34.75333333333333,137.71166666666667,1,6.3,6.8,10.3,15.0,19.3,22.6,26.3,27.8,24.9,19.6,14.2,8.8,59.2,76.8,147.1,179.2,191.9,224.5,209.3,126.8,246.1,207.1,112.6,62.7
静岡,50476,四,菊川牧之原,ｷｸｶﾞﾜﾏｷﾉﾊﾗ,菊川牧之原,菊川市倉沢,34,47.1,138,8.3,191,10.1,1.5,昭53.12.21,－,－,34.785,138.13833333333332,2,4.7,5.5,8.7,13.5,17.7,20.9,24.6,25.7,22.7,17.8,12.5,7.1,71.3,96.3,176.5,210.1,207.1,270.4,266.5,181.0,272.8,241.1,126.4,73.2
静岡,50477,官,静岡空港,ｼｽﾞｵｶｸｳｺｳ,静岡空港,牧之原市坂口　静岡航空気象観測所,34,47.7,138,11.3,132,10,－,平21.6.4,－,日照・湿度・気圧を除く,34.795,138.18833333333333,3,5.6,6.7,9.9,13.9,18.5,21.5,25.2,26.6,23.4,18.6,13.4,8.1,56.4,126.6,181.5,240.3,210.5,262.8,292.0,156.3,261.0,264.6,121.1,83.3
静岡,50491,四,松崎,ﾏﾂｻﾞｷ,松崎,賀茂郡松崎町江奈,34,45.3,138,47.0,4,10,1.5,#昭53.12.27,－,－,34.755,138.78333333333333,2,7.0,7.5,10.3,14.5,18.4,21.7,25.4,26.5,23.5,18.7,13.9,9.3,73.9,97.4,161.1,174.1,182.0,231.6,246.4,153.7,238.9,198.1,131.2,73.8
静岡,50506,四,稲取,ｲﾅﾄﾘ,東伊豆町稲取,賀茂郡東伊豆町稲取,34,46.9,139,2.9,130,10,1.5,#昭53.12.27,－,－,34.781666666666666,139.04833333333335,2,6.9,7.2,10.0,14.2,18.1,21.0,24.8,26.0,23.2,18.7,14.1,9.5,87.1,123.7,208.1,236.8,222.9,298.1,281.8,183.8,249.8,227.1,153.8,84.7
静岡,50536,四,磐田,ｲﾜﾀ,磐田,磐田市南島,34,41.5,137,52.8,1,10.2,1.5,昭53.1.19,－,－,34.69166666666667,137.88,2,6.2,6.9,10.0,14.5,18.6,21.8,25.4,26.8,24.1,19.1,13.7,8.5,52.0,74.7,133.9,158.7,170.3,222.0,195.9,124.6,217.6,195.0,106.0,59.0
静岡,50551,官,御前崎,ｵﾏｴｻﾞｷ,御前崎,御前崎市御前崎　御前崎特別地域気象観測所,34,36.2,138,12.8,45,16,－,#昭50.12.11,－,－,34.60333333333333,138.21333333333334,1,6.9,7.5,10.5,14.7,18.6,21.5,25.0,26.7,24.4,19.9,14.8,9.4,78.7,105.4,167.5,200.9,213.4,257.0,221.6,146.6,237.5,255.7,134.3,76.2
静岡,50561,官,石廊崎,ｲﾛｳｻﾞｷ,南伊豆町石廊崎,賀茂郡南伊豆町石廊崎石室山　石廊崎特別地域気象観測所,34,36.2,138,50.5,52,15,－,#昭50.3.26,－,－,34.60333333333333,138.84166666666667,1,8.2,8.5,11.0,14.9,18.4,21.1,24.5,26.2,23.9,19.7,15.4,10.8,67.7,92.4,147.5,152.2,176.9,236.8,203.3,124.9,186.4,193.8,126.6,72.7
愛知,51031,四,愛西,ｱｲｻｲ,愛西市江西町,愛西市江西町川原,35,13.0,136,41.9,5,10.4,1.5,昭54.1.11,－,－,35.21666666666667,136.69833333333332,2,4.2,4.9,8.4,13.8,18.8,22.6,26.5,27.7,23.8,17.9,11.8,6.5,57.2,67.9,122.8,149.3,175.1,213.2,223.5,164.3,244.0,166.6,82.1,64.0
愛知,51071,四,稲武,ｲﾅﾌﾞ,豊田市稲武町スソガエト,豊田市稲武町スソガエト,35,12.7,137,30.4,505,10,1.5,(昭50.5.12)昭54.1.9,－,－,35.211666666666666,137.50666666666666,2,0.2,1.0,4.8,10.2,15.2,19.1,22.9,23.7,20.1,14.1,7.8,2.5,69.7,85.8,160.6,157.8,169.4,223.8,281.8,214.4,296.3,190.5,99.4,76.8
愛知,51106,官,名古屋,ﾅｺﾞﾔ,名古屋市千種区,名古屋市千種区日和町　名古屋地方気象台,35,10.0,136,57.9,51,17.8,－,#昭50.3.19,51900,－,35.166666666666664,136.965,1,4.8,5.5,9.2,14.6,19.4,23.0,26.9,28.2,24.5,18.6,12.6,7.2,50.8,64.7,116.2,127.5,150.3,186.5,211.4,139.5,231.6,164.7,79.1,56.6
愛知,51116,四,豊田,ﾄﾖﾀ,豊田市高町,豊田市高町東山,35,7.9,137,10.6,75,6.6,1.5,#昭54.1.9,－,－,35.13166666666667,137.17666666666668,2,3.6,4.5,8.3,13.7,18.5,22.3,26.3,27.4,23.7,17.6,11.4,5.9,48.0,61.2,112.0,119.5,142.2,183.6,195.3,125.8,201.8,152.8,75.9,52.6
愛知,51216,四,大府,ｵｵﾌﾞ,大府,大府市森岡町,34,59.7,136,56.6,32,10,1.5,平24.10.17,－,－,34.995,136.94333333333333,2,5.3,5.9,10.0,14.8,20.0,23.1,27.1,28.7,24.5,19.1,13.0,7.4,53.3,56.3,113.8,141.1,128.5,164.0,177.9,141.4,186.7,222.7,61.8,65.4
愛知,51226,四,岡崎,ｵｶｻﾞｷ,岡崎市美合町,岡崎市美合町地蔵野,34,55.1,137,11.6,47,6.4,1.5,#昭54.1.9,－,－,34.91833333333334,137.19333333333333,2,4.1,5.0,8.6,13.8,18.6,22.3,26.2,27.4,23.9,17.9,11.8,6.4,53.7,60.9,115.8,123.6,139.4,177.1,181.4,117.9,223.5,177.1,80.2,57.2
愛知,51247,四,新城,ｼﾝｼﾛ,新城市富沢,新城市富沢字広瀬,34,54.4,137,31.1,53,6.4,1.5,平14.12.25,－,－,34.906666666666666,137.51833333333337,2,4.4,5.8,8.8,13.6,18.3,21.8,25.4,26.6,23.4,17.9,12.1,6.7,51.6,100.7,167.0,192.0,220.3,229.6,299.6,186.0,255.3,221.0,96.3,66.1
愛知,51261,官,セントレア,ｾﾝﾄﾚｱ,常滑市セントレア,常滑市セントレア　中部航空地方気象台,34,51.5,136,48.3,4,10,－,平17.2.17,－,日照・湿度・気圧を除く,34.858333333333334,136.805,3,6.3,6.6,9.3,13.9,18.8,22.5,26.1,27.8,24.6,19.6,14.2,8.8,42.1,61.3,95.1,112.8,130.4,166.4,164.0,88.3,177.8,179.0,60.8,53.4
愛知,51281,四,蒲郡,ｶﾞﾏｺﾞｵﾘ,蒲郡市神ノ郷町,蒲郡市神ノ郷町上名取,34,50.7,137,13.0,55,10,1.5,昭54.1.10,－,－,34.845,137.21666666666667,2,5.6,6.2,9.4,14.5,18.9,22.2,26.1,27.4,24.2,18.9,13.4,8.1,58.8,67.0,128.1,139.3,160.9,193.3,193.6,124.5,230.7,187.6,90.0,57.4
愛知,51311,四,南知多,ﾐﾅﾐﾁﾀ,南知多町豊丘,知多郡南知多町大字豊丘字浜見台,34,44.4,136,56.3,16,6.5,1.5,(昭50.5.12)昭54.1.10,－,－,34.74,136.93833333333333,2,5.2,5.6,8.7,13.7,18.3,21.9,25.8,27.2,23.8,18.3,12.6,7.6,54.4,59.3,107.7,122.2,159.9,187.7,167.7,106.8,248.7,201.2,77.4,57.2
愛知,51331,四,豊橋,ﾄﾖﾊｼ,豊橋市神野新田町,豊橋市神野新田町字レノ割,34,45.0,137,20.5,3,6.5,1.5,平17.12.6,－,－,34.75,137.34166666666667,2,5.4,6.4,9.5,14.3,19.0,22.3,26.0,27.5,24.4,19.1,13.3,8.0,50.3,79.9,127.5,150.9,178.1,184.6,198.6,126.8,206.9,210.9,79.6,57.2
愛知,51346,官,伊良湖,ｲﾗｺ,田原市伊良湖,田原市福江町字金五郎坂　伊良湖特別地域気象観測所,34,37.7,137,5.6,6,10.7,－,#昭50.12.16,－,－,34.62833333333333,137.09333333333333,1,6.0,6.3,9.4,14.3,18.8,22.2,26.1,27.4,24.4,19.1,13.6,8.6,61.9,68.3,121.5,138.8,163.5,179.6,159.6,115.5,240.6,223.9,106.0,63.1
岐阜,52041,四,河合,ｶﾜｲ,飛騨市河合,飛騨市河合町角川,36,18.3,137,6.0,471,10,3.7,昭53.11.18,52900,湿度を除く,36.305,137.1,2,-1.5,-1.2,2.0,8.3,14.6,18.8,22.6,23.5,19.3,12.9,6.6,1.1,199.2,149.8,148.6,124.1,124.4,166.8,272.0,172.8,206.0,154.6,133.8,197.7
岐阜,52051,四,神岡,ｶﾐｵｶ,飛騨市神岡,飛騨市神岡町殿,36,19.3,137,18.5,455,10,2,昭53.11.20,52905,湿度を除く,36.321666666666665,137.30833333333334,2,-0.8,-0.4,3.3,9.6,15.3,19.4,23.1,24.2,19.9,13.5,7.4,2.0,155.2,122.8,136.1,129.1,133.4,172.0,267.2,191.1,209.7,152.0,123.0,158.6
岐阜,52081,四,白川,ｼﾗｶﾜ,白川村,大野郡白川村鳩谷字北長,36,16.4,136,53.8,478,10,4,昭53.11.17,52910,湿度を除く,36.27333333333333,136.89666666666668,2,-1.0,-0.8,2.5,8.8,14.9,19.0,22.7,23.6,19.4,13.2,7.1,1.7,281.8,204.5,195.8,151.6,128.8,187.1,277.7,190.5,214.5,167.9,181.6,282.8
岐阜,52111,四,栃尾,ﾄﾁｵ,高山市栃尾,高山市奥飛騨温泉郷今見,36,14.9,137,30.2,765,10,1.5,(昭50.5.30)昭53.11.20,－,湿度を除く,36.248333333333335,137.50333333333333,2,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,95.6,97.4,137.3,145.1,166.1,203.8,338.5,203.6,222.8,168.4,129.6,108.7
岐阜,52146,官,高山,ﾀｶﾔﾏ,高山,高山市桐生町　高山特別地域気象観測所,36,9.3,137,15.2,560,18.1,－,#昭50.4.1,52913,－,36.155,137.25333333333333,1,-1.2,-0.6,3.4,9.7,15.6,19.7,23.5,24.4,20.0,13.5,7.1,1.6,101.9,93.5,122.5,123.9,125.2,170.4,260.9,197.9,225.9,155.5,94.4,104.4
岐阜,52181,四,六厩,ﾑﾏﾔ,高山市六厩,高山市荘川町六厩,36,3.6,137,2.1,1015,10,2.8,昭53.11.16,－,湿度を除く,36.06,137.035,2,-5.1,-4.6,-0.8,5.2,11.3,15.8,19.9,20.6,16.4,9.8,3.6,-2.0,143.8,128.3,167.6,189.9,203.3,253.1,353.3,257.9,319.5,195.7,137.3,155.4
岐阜,52196,四,宮之前,ﾐﾔﾉﾏｴ,高山市宮之前,高山市朝日町宮之前,36,0.9,137,23.3,930,9.4,2,昭53.11.21,－,湿度を除く,36.015,137.38833333333332,2,-3.9,-3.5,0.4,6.8,12.6,16.7,20.6,21.3,17.2,10.7,4.6,-0.9,95.1,102.4,145.4,141.6,157.8,210.7,306.3,214.5,240.8,175.2,121.9,104.5
岐阜,52221,四,長滝,ﾅｶﾞﾀｷ,郡上市長滝,郡上市白鳥町長滝字三昧,35,55.4,136,49.9,430,9.9,2.8,昭53.11.11,52915,－,35.92333333333333,136.83166666666668,2,-0.2,0.3,3.8,9.8,15.3,19.3,22.9,24.0,20.0,14.0,7.9,2.4,180.1,145.5,199.8,237.6,252.9,297.4,490.7,322.4,379.2,206.6,175.0,212.0
岐阜,52286,四,萩原,ﾊｷﾞﾜﾗ,下呂市萩原,下呂市萩原町羽根,35,53.3,137,12.4,425,10.1,1.5,#昭51.3.3,－,－,35.888333333333335,137.20666666666668,2,0.6,1.3,5.1,10.9,16.3,20.2,23.7,24.8,20.9,14.9,8.5,3.1,83.2,93.2,175.4,197.0,216.0,292.5,445.6,322.3,334.3,198.8,139.8,110.1
岐阜,52331,四,八幡,ﾊﾁﾏﾝ,郡上市八幡,郡上市八幡町旭田尻,35,45.4,136,58.7,271,10,1.5,#昭53.11.16,－,湿度を除く,35.75666666666667,136.97833333333332,2,0.8,1.5,5.4,11.2,16.5,20.5,24.3,25.3,21.3,14.9,8.5,3.1,109.4,110.6,185.9,219.8,230.6,291.8,419.6,324.6,339.3,215.3,140.1,129.0
岐阜,52346,四,宮地,ﾐﾔｼﾞ,下呂市宮地,下呂市宮地,35,45.8,137,17.3,450,10,1.5,(昭50.6.1)昭53.11.21,－,湿度を除く,35.763333333333335,137.28833333333333,2,0.3,1.1,4.8,10.5,15.9,19.9,23.6,24.5,20.7,14.5,8.0,2.6,80.2,95.9,166.0,186.5,199.3,274.5,399.8,321.2,302.0,183.6,131.3,100.0
岐阜,52381,四,樽見,ﾀﾙﾐ,本巣市樽見,本巣市根尾神所,35,38.3,136,36.1,190,9.9,2.2,#昭53.11.14,52920,－,35.638333333333335,136.60166666666666,2,1.4,1.8,5.5,11.3,16.3,20.1,23.8,24.8,21.1,15.1,9.0,3.7,183.4,142.1,212.0,265.5,294.1,343.6,502.1,312.8,405.8,222.1,160.9,203.6
岐阜,52406,四,金山,ｶﾅﾔﾏ,下呂市金山,下呂市金山町大船渡,35,39.7,137,9.6,233,10,1.5,#昭53.11.22,－,湿度を除く,35.66166666666667,137.16,2,1.7,2.4,6.2,11.6,16.8,20.7,24.2,25.5,21.7,15.6,9.3,4.0,76.2,89.6,163.1,186.3,196.8,252.9,352.6,259.0,290.8,174.3,115.8,89.1
岐阜,52461,四,美濃,ﾐﾉ,美濃,美濃市前野中川原,35,33.3,136,54.6,68,10,1.5,(昭50.5.29)昭53.11.15,－,湿度を除く,35.555,136.91,2,3.2,4.0,7.7,13.3,18.3,22.0,25.7,26.9,23.1,17.2,11.1,5.6,78.7,83.0,150.8,187.8,212.2,260.6,348.7,267.3,284.8,170.4,105.2,89.8
岐阜,52482,四,黒川,ｸﾛｶﾜ,白川町黒川,加茂郡白川町黒川,35,35.9,137,19.1,517,9.4,1.5,平10.9.29,－,湿度を除く,35.598333333333336,137.31833333333333,2,0.0,1.0,4.6,10.1,15.5,19.4,23.2,24.1,20.5,14.3,7.9,2.4,76.2,103.0,173.5,180.2,187.4,244.2,332.8,232.1,256.4,196.3,107.0,85.7
岐阜,52511,四,揖斐川,ｲﾋﾞｶﾞﾜ,揖斐川,揖斐郡揖斐川町三輪,35,29.1,136,34.0,45,10,1.5,昭53.11.14,－,湿度を除く,35.485,136.56666666666666,2,3.8,4.6,8.2,13.8,18.9,22.7,26.4,27.6,23.8,18.0,11.8,6.2,108.8,105.8,171.7,224.1,279.0,302.5,379.4,213.9,312.5,184.3,112.1,120.8
岐阜,52536,四,美濃加茂,ﾐﾉｶﾓ,美濃加茂,美濃加茂市西町,35,26.7,137,0.3,74,10,1.5,#昭53.11.15,－,－,35.445,137.005,2,3.1,4.0,7.9,13.6,18.7,22.5,26.3,27.5,23.6,17.5,11.1,5.5,58.5,71.8,128.1,148.2,174.0,208.7,274.8,179.9,230.8,152.5,86.9,64.7
岐阜,52556,四,恵那,ｴﾅ,恵那,恵那市長島町永田大洞,35,26.8,137,24.2,315,10,1.5,#昭51.3.8,－,－,35.446666666666665,137.40333333333334,2,1.2,2.1,6.2,11.9,17.0,20.8,24.6,25.6,21.8,15.5,9.1,3.5,62.0,75.6,136.9,139.5,165.3,215.3,261.3,202.2,228.7,155.4,94.2,68.9
岐阜,52557,四,中津川,ﾅｶﾂｶﾞﾜ,中津川,中津川市手賀野,35,28.6,137,29.2,378,10,1.5,平22.3.25,－,湿度を除く,35.47666666666667,137.48666666666668,2,1.1,2.3,6.5,11.7,17.5,21.0,25.0,26.1,22.1,16.1,9.4,3.6,59.0,90.6,141.0,165.3,153.8,219.5,289.7,240.1,241.8,178.5,91.4,76.1
岐阜,52571,四,関ケ原,ｾｷｶﾞﾊﾗ,関ケ原,不破郡関ケ原町関ケ原,35,21.8,136,28.0,130,10.1,1.5,#昭53.11.13,52935,－,35.36333333333334,136.46666666666667,2,3.1,3.6,7.1,12.6,17.6,21.5,25.4,26.7,22.8,17.0,11.0,5.6,140.8,111.9,143.0,160.7,204.0,242.4,297.5,194.9,283.1,169.2,95.9,138.5
岐阜,52581,四,大垣,ｵｵｶﾞｷ,大垣,大垣市禾森町,35,20.8,136,37.2,6,10,1.5,#昭53.11.13,－,湿度を除く,35.346666666666664,136.62,2,4.7,5.3,8.7,14.2,19.2,23.0,26.9,28.1,24.3,18.6,12.5,7.1,68.8,76.2,130.4,167.9,210.9,244.7,282.9,166.1,248.8,168.8,86.1,76.3
岐阜,52586,官,岐阜,ｷﾞﾌ,岐阜,岐阜市加納二之丸　岐阜地方気象台,35,24.0,136,45.7,13,23,－,#昭50.4.1,52940,－,35.4,136.76166666666666,1,4.6,5.4,9.0,14.5,19.4,23.2,27.0,28.3,24.5,18.7,12.5,7.0,65.9,77.5,132.4,162.4,192.6,223.7,270.9,169.5,242.7,161.6,87.1,74.5
