都府県振興局,観測所名,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rain_jan,rain_feb,rain_mar,rain_apr,rain_may,rain_jun,rain_jul,rain_aug,rain_sep,rain_oct,rain_nov,rain_dec
鹿児島,内之浦,8.7,9.8,12.6,16.6,20.2,23.2,26.9,27.3,24.9,20.4,15.4,10.6,116.4,175.3,260.2,323.4,323.3,666.6,368.2,244.0,352.1,186.6,167.2,115.3
鹿児島,田代,6.6,7.8,10.7,14.9,18.8,22.2,25.8,26.1,23.5,18.6,13.3,8.3,90.1,130.8,170.5,205.1,235.0,613.6,413.9,317.2,334.9,157.0,121.9,98.2
鹿児島,種子島,11.7,12.3,14.5,17.8,21.2,24.0,27.5,28.1,26.2,22.3,18.1,13.8,96.5,122.5,160.4,198.0,233.3,556.4,261.7,188.7,293.2,194.5,134.8,92.7
鹿児島,中種子,9.5,10.5,12.8,15.9,19.4,22.4,25.8,26.5,24.3,20.7,16.3,11.7,105.6,155.1,207.5,229.6,311.1,632.2,272.2,188.9,311.9,243.3,167.7,140.0
鹿児島,上中,10.7,11.3,13.6,17.0,20.3,23.1,26.5,26.9,24.9,21.3,17.2,12.8,159.2,164.4,224.5,264.5,318.5,653.6,300.1,184.5,298.2,218.4,178.7,145.5
鹿児島,屋久島,11.8,12.3,14.6,17.8,21.0,23.7,27.0,27.5,25.7,22.2,18.2,13.9,294.6,289.2,387.0,405.5,444.1,860.3,362.4,256.5,450.7,309.9,309.6,281.8
鹿児島,尾之間,12.7,13.3,15.4,18.5,21.6,24.2,27.5,27.9,26.3,23.0,19.1,14.8,140.6,172.0,265.9,328.3,393.0,705.1,340.5,242.2,287.2,215.5,177.2,120.1
鹿児島,中之島,11.1,12.0,13.7,16.8,20.3,23.4,26.4,26.7,24.9,21.4,17.5,13.1,196.7,219.6,276.3,286.1,367.3,757.9,323.9,193.4,320.8,238.3,256.5,204.8
鹿児島,笠利,15.0,15.8,17.2,19.8,22.7,25.5,28.6,28.9,27.5,24.7,21.1,16.9,93.6,104.8,132.6,152.3,231.1,377.1,156.9,195.1,239.9,200.4,146.7,106.9
鹿児島,名瀬,15.0,15.3,17.1,19.8,22.8,26.2,28.8,28.5,27.0,23.9,20.4,16.7,184.1,161.6,210.1,213.9,278.1,427.4,214.9,294.4,346.0,261.3,173.6,170.4
鹿児島,喜界島,15.6,16.1,17.4,19.8,22.7,25.5,28.4,28.6,27.4,24.7,21.2,17.5,119.4,105.0,151.1,146.6,215.1,304.3,124.8,150.9,213.9,171.1,126.0,102.7
鹿児島,古仁屋,15.3,15.6,17.4,19.9,22.8,25.8,28.4,28.5,27.3,24.4,21.0,17.2,123.4,116.4,170.3,192.7,237.7,395.9,180.0,248.2,273.4,194.6,133.1,102.3
鹿児島,天城,15.6,16.2,17.6,20.0,23.0,26.0,28.7,28.8,27.6,24.8,21.3,17.4,87.6,86.6,127.6,126.6,211.2,362.1,158.6,197.1,214.1,163.3,117.9,93.5
鹿児島,伊仙,15.2,15.5,17.3,19.7,22.6,25.5,28.3,28.4,27.1,24.3,20.9,17.0,104.9,99.0,154.8,162.7,208.0,349.1,170.6,174.6,189.7,162.3,113.0,98.8
鹿児島,沖永良部,16.5,16.6,18.2,20.5,23.1,25.9,28.5,28.6,27.6,25.1,21.9,18.4,91.5,93.0,141.7,146.4,196.9,317.7,144.7,175.8,176.9,172.4,107.8,91.9
鹿児島,与論島,16.8,17.3,18.3,20.6,23.3,26.3,28.7,28.9,27.8,25.4,22.2,18.6,86.4,98.9,140.9,144.0,208.6,266.3,165.9,142.8,191.1,174.8,124.4,91.6
茨城,北茨城,3.6,3.8,6.5,11.0,15.3,18.6,22.1,23.8,21.1,16.2,11.0,6.0,50.0,45.9,99.9,128.5,156.1,158.0,170.4,138.1,183.2,189.5,78.7,48.8
茨城,大子,0.6,1.8,5.4,10.9,16.2,20.1,23.9,24.9,21.0,14.8,8.3,2.8,38.9,42.7,92.1,115.8,134.0,148.0,203.6,187.7,197.8,163.3,75.6,43.3
茨城,常陸大宮,1.6,2.6,6.0,11.2,16.1,19.7,23.5,24.7,21.1,15.3,9.3,3.9,40.3,44.4,89.0,112.6,136.4,147.9,184.2,149.5,187.0,159.9,72.6,42.1
茨城,日立,4.6,4.8,7.5,12.1,16.3,19.6,23.4,25.0,22.0,17.1,12.1,7.2,56.4,52.4,107.4,131.4,164.2,159.8,162.6,125.4,179.1,188.5,78.8,49.8
茨城,笠間,2.4,3.3,6.9,12.1,17.0,20.5,24.4,25.6,22.0,16.2,10.1,4.7,50.2,49.5,97.6,122.0,138.3,143.3,161.4,128.8,190.0,180.7,76.0,45.3
茨城,水戸,3.3,4.1,7.4,12.3,17.0,20.3,24.2,25.6,22.1,16.6,10.8,5.6,54.5,53.8,102.8,116.7,144.5,135.7,141.8,116.9,186.3,185.4,79.7,49.6
茨城,古河,3.6,4.6,8.2,13.5,18.4,21.8,25.6,26.8,23.0,17.2,11.0,5.8,35.2,35.1,75.9,91.3,120.8,132.0,147.3,135.8,181.4,166.1,61.6,37.7
茨城,下館,2.6,4.0,7.6,12.6,17.9,21.3,24.8,26.1,22.4,16.6,10.5,4.9,40.2,38.4,75.2,105.7,117.3,113.8,144.0,122.3,150.4,183.9,69.1,48.0
茨城,下妻,3.0,4.1,7.6,12.9,17.8,21.1,24.7,25.8,22.4,16.7,10.5,5.2,39.1,39.5,80.2,101.2,122.9,121.2,144.2,123.9,171.9,176.0,70.5,41.2
茨城,鉾田,2.8,3.7,7.1,12.0,16.6,19.9,23.8,25.3,21.9,16.4,10.6,5.1,66.5,62.9,115.0,122.5,136.5,141.9,139.3,101.8,195.0,230.7,98.2,58.3
茨城,つくば,3.1,4.2,7.7,12.8,17.4,20.8,24.6,25.9,22.3,16.6,10.5,5.3,50.6,47.1,95.5,109.8,129.8,131.8,134.6,118.2,187.6,193.5,79.1,48.5
茨城,土浦,4.0,4.8,8.2,13.2,17.8,21.0,24.9,26.2,22.8,17.3,11.5,6.3,48.8,45.8,90.5,105.1,121.3,123.5,123.6,99.1,171.9,177.7,74.8,47.4
茨城,鹿嶋,4.7,5.4,8.5,13.1,17.3,20.3,24.1,25.6,22.7,17.9,12.5,7.2,88.2,72.1,129.8,123.3,132.7,145.4,134.8,102.3,210.9,273.7,105.8,66.6
茨城,龍ケ崎,3.3,4.3,7.8,13.0,17.8,21.0,24.6,25.8,22.5,16.9,10.9,5.5,55.4,52.9,103.3,109.0,122.6,135.1,128.1,99.4,182.8,212.8,87.5,53.4
愛知,愛西,4.2,4.9,8.4,13.8,18.8,22.6,26.5,27.7,23.8,17.9,11.8,6.5,57.2,67.9,122.8,149.3,175.1,213.2,223.5,164.3,244.0,166.6,82.1,64.0
愛知,稲武,0.2,1.0,4.8,10.2,15.2,19.1,22.9,23.7,20.1,14.1,7.8,2.5,69.7,85.8,160.6,157.8,169.4,223.8,281.8,214.4,296.3,190.5,99.4,76.8
愛知,名古屋,4.8,5.5,9.2,14.6,19.4,23.0,26.9,28.2,24.5,18.6,12.6,7.2,50.8,64.7,116.2,127.5,150.3,186.5,211.4,139.5,231.6,164.7,79.1,56.6
愛知,豊田,3.6,4.5,8.3,13.7,18.5,22.3,26.3,27.4,23.7,17.6,11.4,5.9,48.0,61.2,112.0,119.5,142.2,183.6,195.3,125.8,201.8,152.8,75.9,52.6
愛知,大府,5.3,5.9,10.0,14.8,20.0,23.1,27.1,28.7,24.5,19.1,13.0,7.4,53.3,56.3,113.8,141.1,128.5,164.0,177.9,141.4,186.7,222.7,61.8,65.4
愛知,岡崎,4.1,5.0,8.6,13.8,18.6,22.3,26.2,27.4,23.9,17.9,11.8,6.4,53.7,60.9,115.8,123.6,139.4,177.1,181.4,117.9,223.5,177.1,80.2,57.2
愛知,新城,4.4,5.8,8.8,13.6,18.3,21.8,25.4,26.6,23.4,17.9,12.1,6.7,51.6,100.7,167.0,192.0,220.3,229.6,299.6,186.0,255.3,221.0,96.3,66.1
愛知,セントレア,6.3,6.6,9.3,13.9,18.8,22.5,26.1,27.8,24.6,19.6,14.2,8.8,42.1,61.3,95.1,112.8,130.4,166.4,164.0,88.3,177.8,179.0,60.8,53.4
愛知,蒲郡,5.6,6.2,9.4,14.5,18.9,22.2,26.1,27.4,24.2,18.9,13.4,8.1,58.8,67.0,128.1,139.3,160.9,193.3,193.6,124.5,230.7,187.6,90.0,57.4
愛知,南知多,5.2,5.6,8.7,13.7,18.3,21.9,25.8,27.2,23.8,18.3,12.6,7.6,54.4,59.3,107.7,122.2,159.9,187.7,167.7,106.8,248.7,201.2,77.4,57.2
愛知,豊橋,5.4,6.4,9.5,14.3,19.0,22.3,26.0,27.5,24.4,19.1,13.3,8.0,50.3,79.9,127.5,150.9,178.1,184.6,198.6,126.8,206.9,210.9,79.6,57.2
愛知,伊良湖,6.0,6.3,9.4,14.3,18.8,22.2,26.1,27.4,24.4,19.1,13.6,8.6,61.9,68.3,121.5,138.8,163.5,179.6,159.6,115.5,240.6,223.9,106.0,63.1
岡山,上長田,0.3,0.7,4.1,9.6,14.7,18.8,23.0,23.7,19.4,13.3,7.8,2.7,174.0,152.4,161.7,126.7,142.3,181.3,252.3,168.4,275.3,187.4,142.2,162.3
岡山,千屋,-0.2,0.3,3.7,9.4,14.5,18.4,22.4,23.1,18.9,12.7,7.1,2.0,106.1,102.2,137.5,131.8,149.5,193.1,264.5,162.1,218.0,123.8,91.0,113.9
岡山,奈義,1.8,2.6,6.1,11.6,17.0,21.0,24.8,25.7,21.6,15.3,9.1,3.8,60.3,67.5,105.1,120.1,157.3,191.3,253.4,147.5,172.6,103.8,67.8,64.5
岡山,今岡,1.6,2.4,6.0,11.6,16.8,20.8,24.7,25.6,21.4,15.2,9.1,3.8,73.8,81.4,116.5,126.9,164.7,193.6,252.7,163.5,192.2,109.2,70.0,75.9
岡山,久世,2.2,3.0,6.4,12.1,17.4,21.4,25.4,26.2,21.9,15.6,9.4,4.2,58.1,63.6,104.0,113.9,142.5,185.1,241.5,135.3,183.2,102.6,62.8,64.5
岡山,津山,2.5,3.4,6.8,12.4,17.5,21.5,25.3,26.3,22.2,16.0,9.7,4.5,52.2,59.3,99.7,116.1,148.5,185.1,238.3,127.9,170.5,99.0,60.8,56.1
岡山,新見,1.1,1.7,5.2,10.9,15.9,19.7,23.7,24.5,20.2,14.1,8.3,3.2,50.9,56.9,100.9,104.3,135.6,178.1,235.0,116.8,176.6,95.0,61.6,54.8
岡山,福渡,2.5,3.3,6.7,12.2,17.3,21.5,25.5,26.3,22.2,15.9,9.7,4.5,40.4,48.5,91.9,102.1,131.0,171.0,200.3,111.2,159.2,95.6,56.5,46.7
岡山,和気,2.9,3.7,7.0,12.4,17.5,21.6,25.6,26.5,22.4,16.1,10.1,4.9,37.9,45.4,86.9,96.1,122.5,162.6,189.5,112.2,156.8,98.6,55.9,46.6
岡山,高梁,2.8,3.7,7.3,12.9,18.1,22.0,26.0,27.0,22.7,16.3,10.1,4.9,39.4,48.8,90.2,96.9,125.6,166.5,195.2,112.3,162.1,93.0,56.4,46.2
岡山,日応寺,2.9,3.9,7.1,12.6,17.7,21.4,25.1,26.4,22.5,16.8,10.9,5.2,30.4,50.6,85.4,100.8,116.5,170.1,208.3,104.8,155.8,96.3,57.3,52.0
岡山,岡山,4.6,5.2,8.7,14.1,19.1,22.7,27.0,28.1,23.9,18.0,11.6,6.6,36.2,45.4,82.5,90.0,112.6,169.3,177.4,97.2,142.2,95.4,53.3,41.5
岡山,虫明,4.2,4.5,7.7,12.8,17.8,21.9,25.9,27.3,23.5,17.6,11.7,6.5,36.1,43.8,83.8,88.3,116.2,154.2,172.8,98.8,162.6,98.0,53.6,43.1
岡山,倉敷,4.6,5.2,8.5,13.9,19.1,22.9,26.9,27.9,23.9,18.0,12.0,6.7,34.4,42.4,78.2,82.5,101.9,149.8,154.1,81.3,133.0,93.6,51.2,40.4
岡山,笠岡,4.5,5.1,8.3,13.6,18.6,22.6,26.7,28.0,24.1,18.0,12.0,6.7,33.0,41.6,76.6,81.2,102.7,160.7,172.9,80.0,129.2,87.5,50.2,39.6
岡山,玉野,5.5,5.8,8.8,13.7,18.5,22.2,26.3,28.1,24.7,19.0,13.1,7.9,35.5,42.9,77.9,78.7,103.1,146.2,152.5,78.3,137.4,97.4,48.4,40.3
福岡,宗像,5.8,6.5,9.4,13.8,18.4,22.2,26.2,27.0,23.3,18.0,12.7,7.8,85.7,76.3,119.1,134.4,137.0,230.2,302.4,177.1,150.7,84.9,91.2,76.2
福岡,八幡,6.2,6.9,10.0,14.7,19.3,22.7,26.8,27.8,24.0,18.8,13.3,8.3,87.9,79.2,114.2,125.4,142.9,239.5,314.6,198.1,165.9,85.2,91.8,75.9
福岡,空港北町,6.6,7.1,9.9,14.0,18.7,22.2,26.2,28.1,24.6,19.9,14.3,8.9,58.7,66.6,99.0,134.9,126.2,246.5,337.1,163.1,134.5,83.2,67.4,64.6
福岡,行橋,5.3,5.9,9.2,13.9,18.8,22.4,26.4,27.3,23.6,18.1,12.4,7.4,74.0,79.2,118.8,141.3,160.1,309.0,343.5,159.6,165.9,94.6,82.3,65.0
福岡,飯塚,5.3,6.2,9.4,14.3,19.1,22.6,26.6,27.3,23.4,17.8,12.3,7.3,76.5,78.6,115.5,128.6,149.0,281.8,347.1,209.6,178.0,89.5,89.1,70.3
福岡,前原,6.2,7.0,9.9,14.4,19.0,22.6,26.8,27.6,23.7,18.6,13.2,8.2,78.8,73.2,109.1,116.9,123.4,243.3,294.1,211.0,188.0,95.0,96.8,71.6
福岡,福岡,6.9,7.8,10.8,15.4,19.9,23.3,27.4,28.4,24.7,19.6,14.2,9.1,74.4,69.8,103.7,118.2,133.7,249.6,299.1,210.0,175.1,94.5,91.4,67.5
福岡,博多,6.3,7.5,10.5,15.2,19.9,23.4,27.2,28.3,24.6,19.4,13.9,8.4,61.0,70.4,94.9,114.4,128.0,228.5,351.0,246.9,167.1,95.7,81.1,72.9
福岡,太宰府,5.6,6.6,9.8,14.6,19.4,23.0,26.8,27.7,23.9,18.4,12.8,7.6,69.9,74.3,113.6,134.8,145.8,282.2,359.0,237.0,183.9,96.9,86.1,68.6
福岡,添田,4.7,5.6,8.8,13.8,18.5,22.0,25.9,26.5,22.6,17.2,11.8,6.7,79.7,84.8,129.1,142.6,159.8,327.2,364.4,213.8,204.0,100.1,92.8,74.7
福岡,朝倉,4.7,6.0,9.4,14.4,19.2,22.9,26.8,27.4,23.6,17.9,12.1,6.7,64.6,81.4,121.8,139.2,169.5,333.6,413.2,206.9,176.6,92.4,88.9,65.0
福岡,久留米,5.6,6.9,10.2,15.2,20.0,23.5,27.3,28.2,24.5,19.1,13.2,7.7,56.0,80.2,122.5,156.0,177.7,339.2,376.3,227.7,165.4,89.1,89.3,59.0
福岡,黒木,4.1,5.4,8.8,13.9,18.7,22.3,26.0,26.7,23.2,17.5,11.7,6.1,59.0,83.3,129.9,151.7,183.8,388.5,414.3,227.1,182.2,86.7,87.2,64.6
福岡,大牟田,5.6,6.7,10.1,14.9,19.5,23.0,26.8,27.7,24.2,18.7,12.9,7.5,53.0,73.6,119.1,139.1,168.8,366.8,394.6,212.6,171.1,83.3,85.3,58.6
宗谷,宗谷岬,-4.5,-4.6,-1.1,3.9,8.2,11.9,16.1,18.7,16.4,10.8,3.6,-2.1,23.5,18.4,21.5,31.0,58.0,58.8,106.3,126.5,123.8,114.6,94.4,54.0
宗谷,稚内,-4.3,-4.3,-0.6,4.5,9.1,13.0,17.2,19.5,17.2,11.3,3.8,-2.1,84.6,60.6,55.1,50.3,68.1,65.8,100.9,123.1,136.7,129.7,121.4,112.9
宗谷,礼文,-4.6,-4.3,-0.4,4.1,8.5,12.8,17.3,19.7,17.4,11.2,3.6,-2.4,73.4,51.6,44.1,49.2,79.7,84.6,101.0,138.6,131.1,100.4,98.4,91.5
宗谷,浜鬼志別,-5.9,-6.0,-2.1,3.5,8.2,11.8,15.9,18.4,15.5,9.4,2.2,-3.5,61.1,42.7,45.1,42.7,62.5,63.0,109.2,125.7,119.6,118.0,110.6,91.2
宗谷,沼川,-6.9,-6.9,-2.5,3.5,8.9,12.9,17.1,18.7,15.0,8.8,1.9,-4.1,89.2,66.5,59.0,52.5,66.1,60.5,109.1,125.5,128.6,142.0,130.6,117.9
宗谷,沓形,-4.0,-3.8,-0.3,4.6,9.6,13.7,18.0,19.9,17.3,11.5,4.0,-1.8,46.4,33.3,34.8,41.2,68.4,62.1,93.8,118.2,117.9,117.5,106.5,72.6
宗谷,豊富,-6.1,-6.1,-1.9,4.1,9.6,13.7,17.9,19.4,16.0,9.7,2.7,-3.4,65.2,48.0,46.5,46.6,61.8,59.8,111.2,120.9,130.8,137.8,116.6,85.9
宗谷,浜頓別,-6.3,-6.3,-2.0,4.0,9.2,12.8,16.9,19.0,15.8,9.6,2.4,-3.8,62.1,46.7,50.2,47.6,61.0,65.0,116.9,118.9,121.4,106.4,101.9,83.3
宗谷,中頓別,-8.4,-8.5,-3.2,3.5,9.7,13.8,17.9,19.1,15.0,8.4,1.5,-5.3,92.4,66.3,72.2,56.7,68.4,66.6,120.2,145.5,141.8,155.8,152.8,126.1
宗谷,北見枝幸,-5.5,-5.4,-1.5,4.3,9.1,12.4,16.6,19.1,16.5,10.3,3.0,-3.1,75.6,56.5,64.8,56.4,69.1,82.4,125.0,141.4,134.9,127.7,124.1,101.8
宗谷,歌登,-8.2,-8.2,-2.9,3.6,9.5,13.4,17.4,18.9,15.1,8.5,1.7,-5.0,98.3,67.3,71.0,55.5,69.9,82.9,119.4,149.4,157.2,145.2,157.1,136.4
神奈川,海老名,4.7,5.7,9.1,14.1,18.6,21.9,25.7,26.9,23.3,17.9,12.3,7.1,67.3,67.0,143.9,152.9,156.9,178.2,191.2,159.7,254.2,240.9,103.2,67.2
神奈川,横浜,6.1,6.7,9.7,14.5,18.8,21.8,25.6,27.0,23.7,18.5,13.4,8.7,64.7,64.7,139.5,143.1,152.6,188.8,182.5,139.0,241.5,240.4,107.6,66.4
神奈川,辻堂,6.0,6.8,9.8,14.4,18.6,21.6,25.1,26.9,23.9,18.7,13.4,8.5,60.8,61.1,132.6,134.4,148.1,171.9,159.6,120.6,197.3,191.1,97.7,63.7
神奈川,小田原,5.3,6.1,9.2,14.0,18.2,21.3,25.2,26.4,23.0,17.8,12.6,7.8,83.7,89.5,175.6,181.7,182.2,219.3,216.0,167.2,248.7,238.7,119.5,74.7
神奈川,三浦,6.6,7.0,9.9,14.3,18.4,21.3,24.8,26.5,23.6,18.5,13.7,9.1,61.3,68.1,129.0,132.1,139.4,179.6,166.4,102.8,205.5,211.4,110.5,67.9
長崎,鰐浦,5.8,6.9,9.9,13.9,17.8,20.8,24.4,26.1,22.9,18.9,13.6,8.0,43.3,46.9,87.5,105.1,113.6,191.5,264.9,230.7,159.9,78.8,65.8,36.8
長崎,厳原,6.0,6.9,10.0,14.2,18.2,21.3,25.4,26.8,23.4,18.7,13.3,8.0,80.1,94.7,172.3,218.4,241.2,294.4,370.5,326.4,235.5,120.8,100.6,68.0
長崎,美津島,5.5,6.7,9.6,13.7,17.8,20.9,24.9,26.5,22.9,18.4,13.3,7.6,60.9,80.3,130.1,157.8,179.8,224.3,325.9,249.2,247.6,96.6,73.3,56.4
長崎,芦辺,6.2,6.9,9.7,13.7,17.7,20.9,24.9,26.3,23.1,18.7,13.7,8.5,76.1,78.6,127.8,148.7,165.0,273.1,316.1,250.9,173.7,94.1,97.5,79.4
長崎,石田,6.4,7.7,10.4,14.3,18.4,21.5,25.5,27.1,24.1,19.5,14.3,8.6,65.7,75.4,116.5,137.9,141.2,257.3,327.3,249.0,150.2,106.5,90.9,80.0
長崎,平戸,7.0,7.6,10.3,14.2,18.0,21.1,25.1,26.5,23.5,19.2,14.2,9.3,84.9,93.6,148.7,189.0,198.4,319.0,345.7,289.1,223.5,116.6,112.3,85.3
長崎,松浦,7.0,7.4,10.8,14.6,19.0,22.0,26.4,27.4,23.4,18.9,13.9,8.7,86.0,99.9,135.7,167.6,147.7,309.2,337.0,364.7,214.4,142.0,108.3,89.8
長崎,佐世保,7.0,7.8,11.0,15.3,19.7,23.0,26.8,28.0,24.8,20.0,14.4,9.2,63.4,81.1,120.7,152.9,171.1,328.9,342.2,255.4,195.6,98.6,101.6,77.5
長崎,有川,7.7,8.3,11.0,14.9,18.8,22.1,26.4,27.4,24.3,19.8,14.8,9.9,83.2,100.1,147.6,196.9,199.0,306.0,316.3,251.3,242.1,121.8,118.6,85.1
長崎,大村,6.7,7.6,10.7,15.2,19.7,23.3,27.1,28.3,25.0,20.0,14.4,9.0,57.4,77.4,112.6,143.5,158.0,305.5,305.5,221.1,179.7,94.3,88.3,67.7
長崎,長崎,7.2,8.1,11.2,15.6,19.7,23.0,26.9,28.1,24.9,20.0,14.5,9.4,63.1,84.0,123.2,153.0,160.7,335.9,292.7,217.9,186.6,102.1,100.7,74.8
長崎,雲仙岳,2.5,3.6,6.8,11.5,15.9,19.2,22.5,23.3,20.4,15.3,10.0,4.7,88.2,129.2,202.5,253.3,265.1,575.4,513.6,314.4,260.7,132.8,123.5,103.1
長崎,島原,7.0,8.1,11.1,15.4,20.0,23.1,27.0,28.3,25.0,20.3,14.6,9.0,64.2,117.5,144.9,183.0,185.7,475.8,414.9,207.4,173.9,118.4,84.1,79.2
長崎,福江,7.6,8.3,10.9,14.9,18.8,22.1,26.2,27.3,24.1,19.5,14.6,9.8,93.4,109.5,172.1,216.1,210.2,324.2,308.8,239.6,289.2,132.7,134.1,108.9
長崎,上大津,6.9,8.0,10.5,14.5,18.5,21.8,25.8,27.1,23.8,19.3,14.4,9.1,72.8,111.7,154.4,197.8,189.6,317.8,286.2,201.1,292.0,123.0,142.5,111.5
長崎,口之津,7.2,8.0,11.1,15.4,19.5,22.9,26.8,27.9,24.9,19.8,14.4,9.3,60.9,79.0,114.8,132.6,151.6,366.9,304.6,180.7,175.1,88.8,89.6,69.3
上川,中川,-7.5,-7.2,-2.4,3.8,10.0,14.2,18.3,19.4,15.2,8.8,2.1,-4.2,89.2,60.6,63.6,54.0,68.6,60.4,114.4,151.3,136.8,160.3,156.7,132.5
上川,音威子府,-8.0,-7.7,-2.7,3.6,10.1,14.5,18.5,19.5,15.3,8.7,1.7,-4.8,106.7,70.7,71.4,56.8,65.5,60.6,120.4,163.9,148.0,164.3,180.3,158.0
上川,美深,-8.6,-8.0,-3.0,3.8,10.7,15.4,19.4,20.1,15.4,8.5,1.5,-5.3,81.0,60.2,60.2,47.5,60.1,64.8,121.1,131.6,136.2,130.7,139.2,126.0
上川,名寄,-8.6,-8.0,-3.0,3.8,10.8,15.6,19.5,19.9,15.2,8.3,1.5,-5.4,49.4,38.7,44.2,45.5,60.6,65.2,129.4,136.1,138.1,115.6,108.5,83.1
上川,下川,-8.8,-8.2,-3.3,3.6,10.2,14.8,18.8,19.4,14.7,7.9,1.3,-5.4,36.8,28.2,37.3,42.8,62.9,64.1,126.8,143.6,147.0,118.8,95.8,60.7
上川,士別,-8.5,-7.7,-2.8,4.2,11.2,15.8,19.7,20.1,15.5,8.8,1.7,-5.2,64.2,49.2,52.2,46.7,62.9,66.3,130.5,152.3,148.8,116.0,125.7,102.3
上川,朝日,-8.0,-7.4,-2.9,3.9,10.9,15.8,19.7,20.0,15.2,8.3,1.5,-5.0,48.2,37.1,47.3,49.4,69.5,73.1,139.2,149.1,151.0,123.1,104.8,76.2
上川,和寒,-8.3,-7.6,-2.6,4.5,11.6,16.3,20.1,20.5,15.8,9.0,1.9,-4.9,61.2,52.7,58.6,53.8,68.3,65.1,128.0,140.9,143.3,115.6,127.3,100.4
上川,江丹別,-9.1,-8.4,-3.3,3.1,10.6,15.7,19.8,20.0,15.1,8.0,1.1,-5.7,96.8,78.6,76.0,62.7,80.0,71.1,144.2,158.8,166.9,147.4,165.0,147.4
上川,比布,-8.3,-7.3,-2.5,4.6,11.8,16.6,20.4,20.6,15.8,8.8,1.7,-5.2,52.6,41.7,47.5,48.7,74.4,70.7,143.7,154.1,146.8,111.0,107.0,80.6
上川,上川,-8.4,-7.8,-3.3,3.3,10.4,15.3,19.2,19.4,14.5,7.6,0.8,-5.6,32.6,27.1,41.8,51.2,83.4,81.5,160.8,177.5,149.3,126.0,99.4,55.7
上川,旭川,-7.0,-6.0,-1.4,5.6,12.3,17.0,20.7,21.2,16.4,9.4,2.3,-4.2,66.9,54.7,55.0,48.5,66.6,71.4,129.5,152.9,136.3,105.8,114.5,102.4
上川,東川,-8.1,-7.3,-2.5,4.8,11.8,16.5,20.3,20.5,15.7,8.8,2.0,-4.9,37.8,33.2,39.1,44.7,69.5,78.0,139.0,157.9,132.1,95.5,90.3,66.1
上川,志比内,-8.3,-7.5,-2.9,3.9,11.0,15.5,19.6,19.9,15.2,8.3,1.4,-5.3,42.7,36.8,50.0,54.3,76.5,79.8,131.6,179.9,131.8,105.5,99.4,74.0
上川,美瑛,-8.7,-7.9,-3.0,4.4,11.3,15.9,19.7,20.0,15.2,8.3,1.5,-5.5,41.1,38.3,47.0,49.5,68.5,69.5,121.2,168.3,129.0,96.0,94.5,73.5
上川,上富良野,-8.1,-7.2,-2.2,5.1,12.1,16.8,20.7,20.9,16.1,9.0,2.0,-5.0,44.8,38.0,45.6,47.8,63.6,73.7,123.4,166.8,132.8,90.4,93.4,72.3
上川,富良野,-8.3,-7.4,-2.2,5.3,12.1,16.8,20.6,20.8,16.1,9.2,2.1,-5.1,44.3,36.5,49.8,55.4,67.5,64.5,116.0,168.6,147.3,106.8,104.2,71.2
上川,麓郷,-8.5,-7.7,-2.9,4.1,10.9,15.6,19.6,19.9,15.2,8.1,1.1,-5.6,47.0,38.3,53.2,59.9,67.3,64.7,119.5,165.6,135.8,102.1,101.9,73.7
上川,幾寅,-8.4,-7.6,-2.8,3.8,10.4,14.9,18.8,19.2,14.8,8.0,1.5,-5.2,38.4,32.8,54.2,72.4,82.8,71.0,119.3,187.0,153.3,112.2,100.8,66.5
上川,占冠,-9.8,-8.9,-3.7,3.0,9.9,14.8,18.9,19.3,14.6,7.5,0.7,-6.4,46.6,43.7,65.6,85.9,104.4,77.7,143.5,216.4,167.3,137.2,117.0,77.2
上川,朱鞠内,-9.1,-8.6,-4.0,2.3,8.7,14.1,18.2,18.6,13.8,7.1,0.5,-5.9,136.6,109.8,100.6,72.4,81.4,76.4,153.9,180.2,187.3,177.6,213.2,207.7
上川,幌加内,-8.4,-7.7,-3.0,3.2,10.5,15.7,19.7,20.0,15.3,8.4,1.5,-5.2,120.9,97.3,80.3,63.4,81.0,71.1,144.2,161.4,169.3,161.0,182.7,171.3
広島,高野,-0.5,-0.1,3.5,9.3,14.5,18.5,22.5,23.1,18.8,12.5,6.9,1.7,147.9,128.0,150.9,134.4,156.9,211.3,294.5,170.1,189.6,125.9,104.5,158.0
広島,三次,1.9,2.8,6.3,11.9,17.1,21.2,25.1,25.9,21.6,15.1,9.0,3.9,74.2,73.0,103.5,104.4,135.8,186.1,245.5,141.9,162.5,94.3,68.8,83.9
広島,庄原,1.0,2.0,5.6,11.4,16.4,20.3,24.2,25.0,20.6,14.2,8.2,3.0,71.2,71.9,101.4,105.5,140.5,187.5,249.9,147.6,164.8,96.2,68.9,83.6
広島,大朝,0.6,1.3,4.8,10.4,15.5,19.5,23.4,24.1,19.9,13.6,7.8,2.8,120.8,109.9,140.0,136.4,158.6,214.2,276.7,163.2,202.0,112.6,91.0,129.3
広島,油木,0.0,0.7,4.2,9.8,14.8,18.8,22.8,23.4,19.2,12.9,7.0,2.0,46.5,52.9,96.6,104.5,137.1,177.8,225.5,136.9,170.7,100.0,65.0,55.1
