都府県振興局,観測所名,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rain_jan,rain_feb,rain_mar,rain_apr,rain_may,rain_jun,rain_jul,rain_aug,rain_sep,rain_oct,rain_nov,rain_dec
山形,浜中,1.8,1.8,4.7,9.3,15.1,19.5,23.1,24.9,21.1,15.1,9.6,4.3,110.9,72.8,97.3,95.4,97.8,102.7,220.4,205.1,172.9,186.6,194.3,192.9
山形,金山,-1.4,-1.0,1.7,7.6,14.1,18.6,22.3,23.3,19.1,12.4,6.1,0.8,211.4,141.2,128.3,106.1,130.5,136.6,258.4,223.4,159.5,161.8,190.5,230.7
山形,鶴岡,1.7,1.9,4.9,10.4,16.0,20.1,23.9,25.3,21.3,15.3,9.5,4.2,218.3,134.8,130.0,106.8,119.9,124.3,220.2,198.9,184.6,207.7,267.0,278.7
山形,狩川,0.6,0.8,3.8,9.4,15.2,19.6,23.1,24.5,20.5,14.5,8.4,3.1,190.9,125.2,119.6,103.1,121.7,125.2,227.2,218.7,170.3,202.0,237.1,228.6
山形,新庄,-0.8,-0.5,2.4,8.5,14.8,19.3,23.0,24.2,19.9,13.2,6.7,1.5,238.4,154.0,126.7,97.5,107.7,126.0,219.6,196.4,140.5,156.5,187.3,264.0
山形,向町,-1.3,-1.0,1.9,7.7,13.9,18.3,22.1,23.2,19.1,12.6,6.3,1.1,168.9,116.6,114.5,104.1,119.2,137.2,233.4,197.6,158.3,148.2,167.2,188.2
山形,肘折,-1.8,-1.6,1.1,5.6,12.0,17.0,20.9,21.9,17.8,11.5,5.5,0.5,403.3,268.4,186.4,128.4,112.4,135.0,229.2,201.5,170.6,222.0,332.5,443.8
山形,尾花沢,-1.0,-0.7,2.1,8.2,14.6,19.0,22.5,23.7,19.6,13.1,6.6,1.3,165.3,98.4,80.7,68.4,78.4,105.6,174.0,148.9,128.9,120.5,155.2,197.1
山形,鼠ケ関,2.5,2.5,5.1,10.0,15.2,19.2,23.3,24.9,21.1,15.5,10.1,5.2,171.0,107.5,118.4,115.0,130.4,137.7,225.4,201.3,187.6,198.6,227.7,217.3
山形,村山,-1.2,-0.7,2.8,8.9,15.4,19.9,23.2,24.5,20.1,13.3,6.8,1.5,123.6,77.5,70.8,65.2,65.8,91.4,169.3,124.8,106.6,103.8,100.7,144.6
山形,東根,-1.1,-0.5,3.1,9.0,15.5,20.0,23.3,24.7,20.5,13.4,7.0,1.6,90.4,53.1,61.6,59.7,63.4,86.1,162.3,123.1,100.3,96.0,80.8,111.3
山形,大井沢,-2.3,-2.1,0.6,5.2,12.1,16.9,20.9,21.8,17.5,11.0,5.1,0.1,345.3,226.9,185.0,142.3,138.5,166.7,291.6,197.9,179.4,198.3,268.9,364.4
山形,左沢,-1.3,-1.0,2.3,8.5,14.7,19.0,22.7,23.7,19.4,12.7,6.4,1.2,135.0,93.1,88.8,69.5,78.2,115.4,197.2,140.1,118.3,107.2,117.8,150.2
山形,山形,-0.1,0.4,4.0,10.2,16.2,20.3,23.9,25.0,20.6,14.1,7.7,2.4,87.8,63.0,72.1,63.9,74.5,104.8,187.2,153.0,123.8,105.1,74.4,97.2
山形,長井,-0.9,-0.6,2.5,8.8,15.1,19.3,22.9,23.8,19.4,13.0,6.7,1.6,179.4,127.0,120.2,109.4,109.4,141.8,246.4,160.2,139.0,139.1,180.4,204.3
山形,小国,-0.3,-0.1,2.2,7.7,14.4,18.9,22.7,23.8,19.5,13.1,6.9,1.9,342.1,243.2,202.4,163.0,149.4,191.7,334.2,234.7,190.1,234.9,353.8,416.7
山形,高畠,-0.9,-0.6,2.6,9.1,15.3,19.6,23.2,24.3,19.9,13.2,6.8,1.6,113.0,69.5,74.6,65.4,75.7,103.6,184.9,143.4,124.6,114.6,92.1,119.0
山形,高峰,-1.2,-0.9,1.8,7.5,14.2,18.5,22.3,23.2,18.9,12.4,6.2,1.2,256.5,161.6,134.7,97.8,95.1,130.7,223.9,173.7,140.6,158.8,213.8,273.2
山形,米沢,-0.8,-0.5,2.7,9.3,15.6,19.8,23.4,24.5,20.1,13.5,7.1,1.7,159.5,101.8,85.5,67.4,71.1,114.0,177.9,151.4,128.2,117.7,105.0,158.2
富山,朝日,3.4,3.6,6.8,11.9,17.1,20.9,25.1,26.6,22.7,17.2,11.5,6.2,279.1,184.7,194.3,167.6,155.0,188.4,253.4,214.5,242.4,228.0,309.2,350.0
富山,氷見,2.4,2.6,5.8,10.8,16.0,20.2,24.5,25.8,21.8,16.0,10.2,5.0,242.3,143.4,135.6,116.5,110.2,156.5,229.3,184.5,192.2,142.3,217.3,274.4
富山,魚津,2.7,2.9,6.2,11.7,16.9,20.7,24.7,25.9,21.9,16.4,10.7,5.5,254.7,165.5,176.8,161.4,154.0,180.9,276.1,206.9,233.6,203.5,255.1,304.6
富山,伏木,2.9,3.3,6.6,11.7,16.8,20.8,25.1,26.7,22.7,17.0,11.1,5.7,272.7,161.6,150.6,121.9,115.4,159.4,223.8,194.2,205.0,161.2,221.3,294.0
富山,富山,3.0,3.4,6.9,12.3,17.5,21.4,25.5,26.9,22.8,17.0,11.2,5.7,259.0,171.7,164.6,134.5,122.8,172.6,245.6,207.0,218.1,171.9,224.8,281.6
富山,砺波,2.1,2.4,5.9,11.5,16.9,20.7,24.7,25.9,21.9,16.2,10.5,5.1,239.7,151.5,143.1,115.8,110.0,167.7,227.7,201.1,214.0,168.2,220.2,269.3
富山,秋ヶ島,2.5,3.1,6.7,12.2,17.9,21.8,25.5,27.1,22.9,16.9,11.3,5.4,196.4,136.9,140.1,120.3,104.8,154.9,255.2,203.3,204.7,163.6,194.9,256.9
富山,上市,0.3,0.4,3.6,9.9,15.4,19.2,23.2,24.3,20.1,14.2,8.5,3.1,293.5,209.9,217.5,190.7,198.3,230.5,334.2,263.0,260.7,229.7,273.0,319.8
富山,南砺高宮,1.9,2.0,5.6,11.3,16.9,20.7,24.6,25.6,21.6,15.8,10.1,4.8,321.9,204.8,180.3,135.7,117.5,182.6,231.6,203.5,221.7,184.4,261.7,351.9
富山,八尾,2.0,2.3,5.8,11.7,17.1,20.9,24.8,26.0,21.8,15.9,10.2,4.8,299.6,200.8,182.1,132.2,115.9,180.6,255.3,220.9,251.0,183.2,237.9,317.8
秋田,八森,0.7,0.9,3.8,9.0,14.1,18.3,22.3,23.9,20.4,14.5,8.7,3.2,91.2,68.9,83.2,95.8,119.8,106.0,172.2,170.8,155.2,158.3,152.7,127.5
秋田,能代,0.2,0.6,3.6,9.0,14.5,18.9,22.8,24.3,20.2,13.9,7.9,2.6,114.8,86.0,79.5,86.3,105.5,100.2,162.5,155.9,154.6,147.7,157.5,143.9
秋田,鷹巣,-1.5,-0.9,2.3,8.2,14.2,18.8,22.6,23.7,19.1,12.2,6.0,0.8,116.7,92.4,97.0,103.4,116.3,119.8,214.7,198.1,164.7,162.7,167.8,151.4
秋田,大館,-2.0,-1.4,2.0,8.2,14.4,18.8,22.5,23.6,19.0,12.0,5.7,0.2,108.2,92.6,106.1,118.5,126.4,121.6,216.6,214.0,164.8,163.2,162.0,139.2
秋田,鹿角,-2.9,-2.3,1.0,7.4,13.8,18.3,21.9,22.8,18.3,11.4,5.0,-0.5,79.4,68.7,84.1,89.2,93.1,108.3,200.6,190.4,149.3,138.8,136.0,116.3
秋田,脇神,-2.0,-1.5,1.8,7.4,13.7,18.3,22.0,23.3,18.8,11.7,5.7,0.3,81.1,72.7,92.7,109.5,100.7,112.8,211.9,211.5,165.6,160.6,169.0,130.2
秋田,湯瀬,-2.5,-2.0,1.1,7.0,13.4,17.6,21.4,22.3,17.8,11.2,5.1,-0.3,89.1,77.5,93.0,87.2,98.1,112.6,188.4,175.8,165.9,143.1,139.7,125.1
秋田,八幡平,-4.7,-4.2,-0.9,4.8,11.2,15.5,19.3,20.1,15.8,9.5,3.4,-2.2,169.0,133.5,146.1,128.9,123.2,129.5,230.4,230.9,200.9,211.8,229.4,221.8
秋田,男鹿,0.0,0.3,3.3,8.6,14.0,18.4,22.4,23.8,19.8,13.5,7.7,2.4,123.4,93.3,93.5,96.1,107.2,102.3,176.2,153.4,159.5,165.9,167.0,168.5
秋田,大潟,0.2,0.5,3.5,8.7,14.3,18.7,22.6,24.0,19.9,13.7,7.9,2.6,101.3,81.1,82.3,82.8,91.3,95.6,153.5,145.9,154.1,155.1,164.6,139.0
秋田,五城目,-0.5,-0.1,3.1,8.7,14.5,19.0,22.8,24.1,19.9,13.3,7.2,1.8,131.5,101.2,92.7,94.0,109.4,107.4,191.8,174.4,163.5,164.0,176.1,159.1
秋田,阿仁合,-2.0,-1.6,1.4,7.4,13.9,18.3,22.1,23.1,18.6,11.8,5.6,0.3,164.3,125.0,132.0,131.8,133.9,136.6,233.8,240.0,193.9,191.2,218.0,199.3
秋田,秋田,0.4,0.8,4.0,9.6,15.2,19.6,23.4,25.0,21.0,14.5,8.3,2.8,118.9,98.5,99.5,109.9,125.0,122.9,197.0,184.6,161.0,175.5,189.1,159.8
秋田,岩見三内,-1.3,-0.9,2.2,8.2,14.2,18.7,22.5,23.7,19.4,12.6,6.4,1.1,141.8,120.3,119.7,129.1,149.2,156.8,258.1,230.4,184.1,189.6,198.5,175.6
秋田,雄和,-0.9,-0.5,2.9,8.4,14.6,18.9,22.5,24.1,19.8,13.2,7.1,1.5,120.1,97.0,105.9,118.6,117.0,133.0,225.7,207.2,176.3,184.8,205.7,170.7
秋田,角館,-1.6,-1.1,2.1,8.5,14.8,19.4,23.0,24.1,19.7,12.9,6.3,0.8,171.6,140.5,135.7,129.1,148.7,152.3,273.6,254.9,180.5,171.5,202.5,197.8
秋田,田沢湖,-2.6,-2.1,1.0,7.2,13.6,18.1,21.9,23.1,18.7,12.0,5.4,-0.1,132.4,118.0,149.1,153.0,165.9,161.7,290.5,280.8,193.2,179.5,190.1,166.0
秋田,大正寺,-0.9,-0.6,2.3,8.2,14.1,18.6,22.4,23.6,19.2,12.5,6.3,1.2,169.7,121.0,115.4,117.4,130.0,148.1,229.6,226.2,193.9,198.0,227.0,212.9
秋田,大曲,-1.6,-1.1,2.2,8.7,14.9,19.6,23.2,24.3,19.9,13.1,6.5,0.8,150.7,111.0,105.9,99.3,113.8,128.8,212.1,212.4,166.4,158.6,183.6,175.3
秋田,本荘,1.0,1.2,4.2,9.4,15.0,19.3,23.1,24.5,20.4,14.4,8.5,3.4,153.7,106.5,105.0,101.6,112.6,119.7,190.2,202.4,180.4,189.9,217.0,190.1
秋田,東由利,-1.1,-0.8,2.0,8.1,14.5,19.0,22.9,24.0,19.5,12.8,6.6,1.2,255.7,167.7,131.5,106.5,113.7,127.6,196.5,193.7,167.1,192.4,242.2,268.3
秋田,横手,-1.3,-0.8,2.4,8.9,15.2,19.7,23.5,24.7,20.4,13.6,6.9,1.1,184.1,119.5,95.4,85.3,100.1,113.8,194.4,183.6,136.6,144.6,174.1,206.0
秋田,にかほ,2.5,2.6,5.2,10.0,15.1,19.3,23.3,25.1,21.5,15.9,10.3,5.2,126.8,87.6,90.3,86.4,93.8,105.9,166.5,160.1,152.4,166.5,175.3,169.8
秋田,矢島,-0.2,0.1,3.0,8.9,15.0,19.3,23.1,24.2,19.9,13.5,7.4,2.1,234.5,158.6,142.8,113.5,109.2,127.5,196.8,191.5,179.0,217.0,287.0,293.5
秋田,湯沢,-1.5,-1.1,1.9,8.5,14.9,19.4,22.9,24.0,19.7,13.1,6.7,0.9,155.8,94.2,80.8,69.8,86.6,104.9,172.8,166.1,137.6,141.2,164.2,189.0
秋田,湯の岱,-2.2,-1.9,1.0,6.7,13.3,17.6,21.3,22.3,18.2,11.9,5.7,0.2,197.8,135.8,142.5,124.2,128.6,139.9,237.5,210.2,179.4,177.7,201.4,229.2
石狩,浜益,-3.3,-3.1,0.3,5.9,11.6,16.1,20.0,21.2,17.5,11.5,5.0,-0.8,92.3,64.3,54.1,53.1,73.7,57.7,123.9,135.5,144.6,133.1,137.6,104.2
石狩,厚田,-3.8,-3.5,-0.1,5.4,11.2,15.6,19.6,20.7,16.9,10.7,4.3,-1.4,88.8,58.7,50.2,51.9,79.0,61.7,117.5,141.8,139.0,121.3,142.3,114.7
石狩,新篠津,-6.1,-5.4,-1.2,5.4,11.5,15.8,19.7,20.8,16.9,10.4,3.4,-3.3,107.0,76.7,49.7,45.4,73.2,65.1,109.8,143.4,131.1,106.4,111.6,128.3
石狩,山口,-3.7,-3.3,0.4,6.5,12.2,16.2,20.3,21.6,17.8,11.4,4.7,-1.3,84.9,66.5,53.4,46.7,51.9,52.1,86.3,122.0,131.8,101.8,107.4,93.3
石狩,石狩,-4.6,-4.2,-0.3,5.8,11.4,15.6,19.6,20.9,17.2,10.8,4.2,-2.0,89.1,65.2,46.3,41.0,59.7,55.2,94.9,129.4,123.7,98.6,99.5,90.1
石狩,江別,-6.4,-5.5,-0.8,5.6,11.4,15.7,19.5,21.0,17.1,10.3,3.5,-3.5,67.1,47.9,39.1,42.4,56.1,83.1,102.8,144.9,123.2,94.1,88.3,73.0
石狩,札幌,-3.2,-2.7,1.1,7.3,13.0,17.0,21.1,22.3,18.6,12.1,5.2,-0.9,108.4,91.9,77.6,54.6,55.5,60.4,90.7,126.8,142.2,109.9,113.8,114.5
石狩,恵庭島松,-6.2,-5.5,-0.9,5.4,11.1,15.2,19.1,20.6,16.8,10.2,3.4,-3.5,53.1,52.7,53.5,56.9,82.4,85.5,107.0,153.8,152.1,109.1,87.9,67.4
石狩,支笏湖畔,-4.8,-4.5,-1.0,4.4,9.9,14.0,18.0,19.4,16.1,10.2,3.5,-2.5,89.4,72.2,93.8,103.0,143.9,138.0,163.8,216.9,262.0,193.8,137.4,97.3
石狩,千歳,-6.1,-5.3,-0.3,5.5,11.1,15.1,18.8,20.9,17.4,10.4,3.9,-3.0,25.6,30.1,45.8,66.8,89.0,95.7,113.2,155.2,140.5,93.4,80.3,49.0
香川,内海,5.6,5.9,8.8,13.9,18.5,22.1,26.1,27.4,24.0,18.6,13.2,8.1,36.7,43.2,77.6,78.4,113.9,156.7,164.9,116.7,175.6,118.6,54.4,42.9
香川,高松,5.9,6.3,9.4,14.7,19.8,23.3,27.5,28.6,24.7,19.0,13.2,8.1,39.4,45.8,81.4,74.6,100.9,153.1,159.8,106.0,167.4,120.1,55.0,46.7
香川,多度津,6.2,6.4,9.3,14.2,19.1,22.6,26.8,28.3,24.6,19.0,13.4,8.5,38.3,46.3,81.2,79.5,105.8,160.5,161.1,88.9,149.0,106.2,53.7,46.4
香川,滝宮,4.5,5.0,8.2,13.6,18.6,22.3,26.4,27.3,23.2,17.3,11.6,6.7,41.0,48.0,85.2,79.5,111.4,164.4,168.8,105.7,169.9,120.3,62.9,52.2
香川,香南,4.1,4.9,8.0,13.3,18.3,21.8,25.6,26.7,22.8,17.3,11.8,6.5,41.0,54.8,84.8,77.8,105.5,160.7,193.2,150.1,214.4,148.4,64.4,59.0
香川,引田,5.5,5.7,8.6,13.7,18.6,22.2,26.1,27.2,23.8,18.5,13.1,7.9,36.3,44.1,72.9,78.6,111.3,159.3,159.4,168.6,244.0,149.0,62.0,46.2
香川,財田,4.5,4.9,8.2,13.4,18.4,22.2,26.2,27.1,23.2,17.4,11.7,6.6,44.7,51.9,86.7,86.0,115.2,171.7,178.7,121.5,183.6,123.6,66.9,61.9
高知,本川,1.6,2.4,5.9,10.8,15.2,18.8,22.7,23.1,19.7,14.1,8.7,3.6,76.1,114.3,192.8,221.3,264.8,367.8,457.8,514.1,531.9,222.9,123.2,97.5
高知,本山,3.3,4.2,7.7,12.7,17.3,21.0,24.8,25.2,21.9,16.2,10.5,5.3,67.6,103.6,173.6,196.0,241.9,352.6,452.6,410.1,426.9,226.4,122.3,95.6
高知,大栃,4.6,5.6,8.9,13.8,18.3,21.6,25.3,26.0,22.8,17.4,11.7,6.5,73.0,123.9,189.0,231.8,260.1,383.5,473.9,391.8,395.6,208.7,123.5,101.2
高知,高知,6.7,7.8,11.2,15.8,20.0,23.1,27.0,27.9,25.0,19.9,14.2,8.8,59.1,107.8,174.8,225.3,280.4,359.5,357.3,284.1,398.1,207.5,129.6,83.1
高知,後免,6.0,7.1,10.5,15.2,19.4,22.5,26.2,27.2,24.4,19.3,13.5,8.1,51.7,95.1,153.5,195.6,239.3,316.1,319.2,277.8,335.9,180.4,117.2,77.3
高知,南国日章,6.4,7.9,10.8,15.4,19.5,22.6,26.1,27.3,24.7,19.8,14.3,8.5,50.4,106.2,138.1,184.4,199.9,288.6,299.9,255.3,314.9,201.6,111.1,88.0
高知,安芸,7.5,8.4,11.5,15.9,19.8,22.7,26.4,27.4,24.8,20.1,14.9,9.8,58.7,91.6,146.9,174.7,191.8,305.3,273.8,216.7,292.1,166.3,107.5,74.1
高知,梼原,2.6,3.6,7.1,12.1,16.5,20.0,23.8,24.3,21.0,15.4,9.7,4.4,87.3,109.0,164.9,180.5,220.9,353.7,421.9,409.5,390.7,173.9,113.7,102.8
高知,須崎,6.7,7.6,10.8,15.3,19.4,22.4,26.2,27.2,24.4,19.4,13.9,8.7,68.3,99.2,187.8,221.6,275.9,376.8,338.2,326.2,428.3,230.2,141.3,86.4
高知,窪川,4.2,5.3,8.8,13.6,18.1,21.4,25.4,25.9,22.7,17.2,11.4,6.1,84.7,115.8,207.1,253.9,308.7,425.8,377.9,415.9,524.8,281.4,158.3,96.9
高知,室戸岬,7.7,8.2,11.0,15.2,18.8,21.5,25.0,26.3,24.0,19.8,15.1,10.2,89.5,113.8,177.4,203.2,240.6,330.8,267.9,210.2,322.3,251.8,164.3,93.3
高知,江川崎,4.9,5.9,9.3,14.2,18.7,22.1,26.1,26.7,23.4,17.8,12.1,6.8,71.2,94.2,151.3,166.6,204.9,355.2,347.5,316.8,361.6,168.5,103.1,83.1
高知,佐賀,6.4,7.4,10.7,15.1,19.1,22.2,26.1,26.9,24.0,19.0,13.6,8.4,79.2,118.7,204.3,234.9,282.3,424.5,282.3,274.8,408.8,256.0,153.5,93.7
高知,宿毛,7.4,8.2,11.2,15.6,19.5,22.6,26.4,27.4,24.6,19.6,14.5,9.4,65.1,90.4,135.9,157.0,194.6,328.6,275.1,245.3,254.3,168.3,102.2,76.3
高知,中村,5.9,7.1,10.5,15.2,19.4,22.6,26.6,27.3,24.1,18.8,13.1,7.8,91.3,116.9,189.9,212.5,262.8,418.2,317.6,335.5,438.7,260.1,137.4,97.2
高知,清水,8.9,9.8,12.8,16.9,20.4,23.0,26.5,27.7,25.5,21.4,16.5,11.3,98.6,116.4,183.9,221.8,232.6,400.2,222.8,231.5,362.4,254.2,146.9,97.0
檜山,せたな,-1.9,-1.4,1.7,6.5,11.1,15.3,19.5,21.4,18.2,12.4,6.1,0.3,53.7,48.3,51.1,68.8,94.9,67.3,116.3,145.5,145.4,104.6,99.1,72.0
檜山,今金,-3.6,-3.0,0.3,5.7,11.1,15.4,19.5,21.1,17.1,10.6,4.3,-1.4,105.0,85.8,71.7,78.6,105.5,74.4,131.4,166.0,151.4,126.3,124.3,121.7
檜山,奥尻,-0.4,-0.2,3.0,7.4,11.7,16.0,20.1,22.5,20.0,14.2,7.6,1.7,29.6,34.1,42.4,64.2,83.8,76.3,113.3,127.1,122.7,90.4,84.2,61.9
檜山,米岡,-1.6,-1.0,2.3,6.8,11.3,15.8,19.8,22.2,19.4,13.5,7.0,0.8,31.3,30.9,40.3,53.0,87.4,82.7,108.4,112.0,113.8,76.8,74.1,57.7
檜山,鶉,-3.7,-3.0,0.5,6.0,11.4,15.8,19.8,21.2,17.1,10.5,4.5,-1.3,91.3,73.2,72.0,80.9,103.5,86.2,143.7,186.5,149.7,122.1,131.3,112.7
檜山,江差,-0.6,-0.2,2.9,7.7,12.3,16.4,20.6,22.6,19.5,13.7,7.5,1.6,84.9,68.4,63.6,74.7,98.0,78.6,126.4,167.0,135.6,105.5,118.6,109.5
大阪,能勢,2.4,3.1,6.5,12.0,17.1,21.0,24.8,25.9,22.0,16.0,9.9,4.6,49.9,61.5,100.6,111.0,145.7,181.2,213.0,154.5,192.4,142.8,72.8,57.8
大阪,枚方,4.9,5.5,8.9,14.4,19.4,23.1,27.1,28.3,24.3,18.4,12.5,7.2,49.8,61.6,106.2,102.4,139.1,194.2,183.8,142.5,158.6,136.7,70.5,53.0
大阪,豊中,5.1,5.7,9.1,14.5,19.5,23.3,27.4,28.7,24.7,18.7,12.7,7.4,44.4,59.3,97.1,98.2,137.4,180.1,182.6,122.8,159.2,127.1,68.5,49.6
大阪,大阪,6.2,6.6,9.9,15.2,20.1,23.6,27.7,29.0,25.2,19.5,13.8,8.7,47.0,60.5,103.1,101.9,136.5,185.1,174.4,113.0,152.8,136.0,72.5,55.5
大阪,生駒山,0.9,1.5,5.0,10.5,15.2,18.7,22.5,23.6,19.9,14.4,9.0,3.6,52.2,64.8,111.8,114.2,161.3,213.6,199.2,146.4,166.5,155.4,81.6,60.6
大阪,八尾,5.5,6.3,9.6,14.9,20.0,23.9,27.7,29.1,25.2,19.2,13.5,8.0,47.1,63.9,99.9,88.2,117.8,149.0,169.8,103.1,137.4,142.1,71.9,57.1
大阪,関空島,6.6,6.9,9.5,14.3,19.1,22.8,26.6,28.3,25.2,19.9,14.8,9.4,39.9,58.1,90.2,82.7,122.1,148.4,168.1,92.8,130.7,153.3,74.0,60.1
大阪,熊取,5.3,5.6,8.9,14.1,18.8,22.4,26.5,27.6,23.7,18.1,12.7,7.8,50.6,62.6,107.5,102.1,138.0,167.7,162.1,97.7,157.8,151.0,84.3,59.9
大阪,堺,5.6,6.0,9.3,14.6,19.4,23.1,27.2,28.6,24.6,18.6,12.9,7.9,48.3,57.8,97.8,92.2,126.7,164.1,154.2,87.3,139.0,139.3,74.6,51.9
千葉,我孫子,3.3,4.5,8.3,12.8,18.3,21.2,25.1,26.6,22.7,17.0,11.1,5.7,50.5,63.5,98.4,124.9,112.3,149.9,126.2,82.5,211.6,236.4,84.3,58.4
千葉,香取,3.5,4.5,7.9,12.6,17.2,20.5,24.3,25.4,22.2,16.9,11.3,5.8,84.3,69.0,114.1,124.4,134.5,146.3,130.9,116.0,206.5,282.7,110.5,71.8
千葉,船橋,4.8,5.7,9.0,13.8,18.5,21.6,25.4,26.8,23.4,17.8,12.2,7.1,63.0,61.4,103.0,114.5,129.8,155.3,121.9,111.4,189.7,239.9,97.4,63.3
千葉,佐倉,3.7,4.8,8.3,13.4,18.1,21.3,25.1,26.3,22.7,17.1,11.2,6.0,65.9,57.8,109.2,112.9,127.4,148.6,140.1,109.1,206.5,223.3,95.8,56.0
千葉,成田,3.9,5.0,8.3,13.0,17.6,20.9,24.5,26.0,22.8,17.4,12.0,6.5,63.8,69.7,102.1,125.1,129.1,144.1,116.2,121.8,194.9,257.6,106.0,68.1
千葉,銚子,6.6,6.9,9.7,13.8,17.4,20.2,23.5,25.5,23.4,19.2,14.4,9.3,105.5,90.5,149.1,127.3,135.8,166.2,128.3,94.9,216.3,272.5,133.2,92.9
千葉,横芝光,4.7,5.5,8.8,13.7,18.0,21.1,24.7,26.1,23.1,17.9,12.3,7.1,78.4,69.9,127.3,119.8,130.8,159.5,125.6,90.4,201.5,238.9,103.8,63.6
千葉,千葉,6.1,6.6,9.6,14.5,18.9,21.9,25.7,27.1,23.8,18.6,13.4,8.6,67.5,59.1,111.3,110.4,122.3,150.9,136.5,115.7,204.7,225.7,94.1,56.8
千葉,茂原,5.2,6.0,9.3,14.1,18.4,21.5,25.4,26.8,23.4,18.1,12.8,7.7,85.1,75.2,140.6,131.8,142.7,181.1,144.5,107.7,229.5,265.3,107.7,74.4
千葉,牛久,4.1,5.2,8.6,13.7,18.2,21.3,25.4,26.5,22.9,17.3,11.8,6.6,82.4,74.0,138.0,132.5,130.4,170.6,151.8,114.8,237.1,256.8,113.9,70.9
千葉,坂畑,3.5,4.4,7.8,12.6,17.0,20.2,24.2,25.3,21.9,16.3,11.0,6.0,104.5,89.1,187.5,176.1,176.3,208.9,180.5,121.8,252.0,299.7,145.2,96.4
千葉,鴨川,6.2,6.8,9.8,14.4,18.4,21.3,24.9,26.4,23.5,18.5,13.6,8.8,90.1,85.4,170.7,155.6,164.4,217.3,171.9,91.2,214.3,239.9,147.4,89.8
千葉,勝浦,6.8,7.2,10.0,14.2,18.0,20.8,23.9,25.9,23.5,18.8,14.2,9.3,103.9,103.9,180.2,157.5,164.7,222.2,166.3,107.7,245.6,295.2,165.5,89.8
千葉,館山,6.4,7.0,10.1,14.5,18.5,21.5,25.2,26.7,23.7,18.6,13.7,8.9,85.9,81.9,160.9,155.7,153.2,211.5,179.2,103.4,222.0,257.5,143.5,91.2
千葉,木更津,5.6,6.2,9.5,13.8,18.6,21.4,25.3,26.8,23.2,18.0,12.8,8.1,66.2,82.0,134.0,133.5,140.9,181.7,138.0,97.2,229.2,261.7,111.7,93.6
兵庫,香住,4.5,4.7,7.5,12.5,17.2,20.9,25.1,26.2,22.4,17.1,11.9,7.0,260.4,163.7,154.2,104.5,112.0,145.3,183.8,153.1,251.4,172.3,204.4,295.7
兵庫,豊岡,3.3,3.7,7.2,12.7,17.8,21.8,26.0,27.1,22.6,16.6,11.1,5.9,248.0,188.0,150.6,99.6,122.1,150.0,187.7,144.5,243.8,172.4,154.6,227.6
兵庫,兎和野高原,0.7,1.3,4.4,9.9,15.5,18.9,22.9,23.9,19.5,14.1,8.8,3.3,205.6,163.0,172.9,133.1,138.2,177.3,227.7,187.2,279.1,193.1,135.1,210.6
兵庫,和田山,2.6,3.1,6.6,12.2,17.6,21.5,25.4,26.2,21.9,15.9,10.2,5.1,122.5,109.7,120.8,101.0,121.9,151.6,187.7,145.7,224.5,147.2,85.4,110.2
兵庫,生野,1.9,2.5,6.0,11.6,16.8,20.7,24.7,25.7,21.4,15.4,9.6,4.4,97.0,107.4,161.3,172.0,205.5,228.7,285.7,196.3,263.8,173.8,101.3,99.1
兵庫,柏原,3.2,3.8,7.2,12.8,18.0,21.8,25.8,26.9,22.7,16.5,10.6,5.4,63.6,74.0,116.2,127.6,152.8,185.6,220.2,169.2,217.6,141.4,80.4,68.2
兵庫,一宮,2.4,3.1,6.6,12.1,17.1,21.0,24.9,25.8,21.9,15.9,9.9,4.7,72.9,80.2,132.9,136.6,181.3,215.4,283.0,190.4,230.1,133.5,76.8,77.8
兵庫,福崎,3.6,4.4,7.8,13.3,18.4,22.4,26.3,27.4,23.5,17.5,11.3,5.8,42.2,56.5,107.1,128.2,154.4,182.9,207.3,132.5,188.8,117.5,72.3,55.3
兵庫,西脇,3.1,3.9,7.3,12.7,17.8,21.8,25.7,26.8,22.8,16.7,10.5,5.2,47.1,62.1,112.2,123.4,151.2,177.2,212.2,149.6,190.2,132.0,73.8,58.7
兵庫,上郡,3.2,4.0,7.4,12.8,17.9,22.0,25.9,26.8,22.7,16.5,10.5,5.3,37.5,48.0,91.6,102.4,135.8,172.4,201.4,120.1,177.9,108.1,58.0,49.1
兵庫,姫路,4.4,5.0,8.3,13.6,18.5,22.4,26.4,27.8,23.8,17.9,11.9,6.6,36.9,48.6,92.0,104.7,127.3,160.4,184.3,105.4,177.8,108.7,61.2,47.5
兵庫,三田,2.5,3.3,6.8,12.3,17.5,21.6,25.5,26.4,22.3,16.1,10.0,4.7,41.7,52.6,92.8,94.7,125.5,165.1,171.1,128.4,165.5,127.5,66.5,50.4
兵庫,三木,3.8,4.4,7.8,13.2,18.2,21.9,25.8,27.1,23.2,17.4,11.5,6.2,37.2,52.8,93.9,98.6,123.1,158.9,167.7,97.8,164.6,119.9,64.4,47.7
兵庫,家島,5.2,5.3,8.2,13.2,17.9,21.5,25.4,27.0,23.7,18.5,13.1,7.8,33.9,43.5,81.1,81.1,113.9,147.4,143.1,85.9,168.2,106.9,55.0,43.1
